Mod:Item:MetaData, Localized Name
industrialupgrade:upgrademodules:5, Модификационный модуль: Эффективность энергопотребления (сабля)
industrialupgrade:upgrademodules:6, Модификационный модуль: Глубина копания
industrialupgrade:upgrademodules:7, Модификационный модуль: Огнестойкость
industrialupgrade:upgrademodules:8, Модификационный модуль: Водное дыхание
industrialupgrade:upgrademodules:9, Модификационный модуль: Скорость
industrialupgrade:upgrademodules:10, Модификационный модуль: Прыгучесть
industrialupgrade:upgrademodules:11, Модификационный модуль: Урон (лук)
industrialupgrade:upgrademodules:12, Модификационный модуль: Урон (сабля)
industrialupgrade:upgrademodules:13, Модификационный модуль: Площадь копания
industrialupgrade:upgrademodules:14, Модификационный модуль: Скорость полёта
industrialupgrade:upgrademodules:15, Модификационный модуль: Хранилище
industrialupgrade:upgrademodules:16, Модификационный модуль: Эффективность энергопотребления (инструмент)
industrialupgrade:upgrademodules:17, Модификационный модуль: Вампиризм
industrialupgrade:upgrademodules:18, Модификационный модуль: Сопротивление
industrialupgrade:upgrademodules:19, Модификационный модуль: Отравление
industrialupgrade:upgrademodules:20, Модификационный модуль: Иссушение
industrialupgrade:upgrademodules:21, Модификационный модуль: Шёлковое касание
industrialupgrade:upgrademodules:22, Модификационный модуль: Невидимость
industrialupgrade:upgrademodules:23, Модификационный модуль: Добыча 
industrialupgrade:upgrademodules:24, Модификационный модуль: Воспламенение
industrialupgrade:upgrademodules:25, Модификационный модуль: Накопление заряда
industrialupgrade:upgrademodules:26, Модификационный модуль: Удача
industrialupgrade:upgrademodules:27, Модификационный модуль: Эффективность
industrialupgrade:upgrademodules:28, Модификационный модуль: Плавка
industrialupgrade:upgrademodules:29, Модификационный модуль: Ночное зрение
industrialupgrade:upgrademodules:30, Модификационный модуль: Шипы
industrialupgrade:upgrademodules:31, Модификационный модуль: Больше опыта
industrialupgrade:upgrademodules:32, Модификационный модуль: Слепота
industrialupgrade:upgrademodules:33, Модификационный модуль: Защита от стрел
industrialupgrade:upgrademodules:34, Модификационный модуль: Эффективное падение
industrialupgrade:upgrademodules:35, Модификационный модуль: Дробитель
industrialupgrade:upgrademodules:36, Модификационный модуль: Дробитель руд
industrialupgrade:upgrademodules:37, Модификационный модуль: Сокровища
industrialupgrade:upgrademodules:38, Модификационный модуль: Голод
industrialupgrade:upgrademodules:39, Модификационный модуль: Генератор
industrialupgrade:upgrademodules:40, Модификационный модуль: Автосбор
industrialupgrade:upgrademodules:41, Модификационный модуль: Творческий полёт
industrialupgrade:upgrademodules:42, Модификационный модуль: Магнитная сила
industrialupgrade:upgrademodules:43, Модификационный модуль: Экономичная зарядка
industrialupgrade:upgrademodules:44, Модификационный модуль: Бесплатная чистка
industrialupgrade:upgrademodules:45, Модификационный модуль: Сила краника
industrialupgrade:upgrademodules:46, Модификационный модуль: Ключ
industrialupgrade:spaceupgrademodule_schedule, item.spaceupgrademodule_schedule.name.name
industrialupgrade:spaceupgrademodules:0, Космический датчик: Генератор на солнце
industrialupgrade:spaceupgrademodules:1, Космический датчик: Тепло
industrialupgrade:spaceupgrademodules:2, Космический датчик: Холод
industrialupgrade:spaceupgrademodules:3, Космический датчик: Давление
industrialupgrade:spaceupgrademodules:4, Космический датчик: Защита
industrialupgrade:spaceupgrademodules:5, Космический датчик: Мотор
industrialupgrade:spaceupgrademodules:6, Космический датчик: Добыча
industrialupgrade:quarrymodules:0, Модуль: Переплавка руд
industrialupgrade:quarrymodules:1, Модуль: Эффективность I
industrialupgrade:quarrymodules:2, Модуль: Эффективность II
industrialupgrade:quarrymodules:3, Модуль: Эффективность III
industrialupgrade:quarrymodules:4, Модуль: Эффективность IV
industrialupgrade:quarrymodules:5, Модуль: Эффективность V
industrialupgrade:quarrymodules:6, Модуль: Удача I
industrialupgrade:quarrymodules:7, Модуль: Удача II
industrialupgrade:quarrymodules:8, Модуль: Удача III
